day,wake_time_min,sleep_start_min,screen_after_wake_min,prep_min,commute_min,arrival_time_min,late
Wed,390,1316,4.7,34.0,43.0,479.7,0
Mon,304,1296,6.8,34.8,13.6,356.6,0
Mon,270,1271,37.0,30.7,14.1,340.2,0
Wed,493,24,1.7,21.4,0.0,512.8,1
Tue,328,114,5.8,23.3,32.1,399.9,0
Tue,423,32,33.1,25.1,5.1,483.9,0
Tue,411,82,13.2,23.8,43.2,486.3,1
Thu,270,1393,7.9,21.0,46.5,340.6,0
Mon,416,1419,4.3,34.5,21.3,473.8,0
Tue,270,1279,1.4,22.3,39.5,328.1,0
Wed,538,22,6.3,12.3,46.7,592.3,1
Tue,350,38,0.0,27.8,22.4,403.9,0
Wed,313,1317,10.7,29.2,3.8,346.7,0
Thu,430,1436,2.3,14.5,14.4,454.8,0
Thu,570,73,2.5,17.5,11.2,597.3,1
Tue,470,12,2.8,23.3,51.0,559.7,1
Tue,270,1348,11.0,43.6,66.8,369.7,0
Wed,311,1303,9.9,37.4,20.9,369.4,0
Wed,431,90,4.0,12.1,5.6,435.7,0
Wed,431,1331,7.5,21.0,5.5,451.1,0
Wed,493,74,1.5,25.3,69.7,580.3,1
Fri,534,144,0.0,28.7,10.7,559.6,1
Thu,270,1423,40.2,42.2,20.2,359.5,0
Fri,451,76,0.0,31.3,32.1,513.9,1
Fri,570,141,3.8,24.1,9.7,591.9,1
Wed,270,1353,11.0,27.5,50.7,359.4,0
Mon,482,82,3.2,19.3,49.6,546.5,1
Fri,270,1331,18.5,44.1,12.0,333.6,0
Fri,534,129,5.7,15.4,35.9,582.4,1
Thu,270,1235,21.6,46.3,13.5,339.4,0
Tue,270,1356,0.0,23.8,52.7,326.2,0
Fri,467,3,4.0,33.8,76.3,572.9,1
Thu,570,96,0.0,28.0,42.8,638.0,1
Thu,478,1336,0.0,6.0,71.1,550.9,1
Tue,466,1377,6.9,26.5,15.1,515.7,1
Thu,487,11,0.7,33.1,57.3,576.1,1
Mon,467,155,7.2,13.0,15.4,493.0,0
Tue,535,19,7.6,18.3,6.3,551.2,1
Tue,486,53,0.0,17.1,11.7,512.3,1
Mon,270,1397,2.7,12.6,12.5,295.1,0
Wed,570,6,6.3,10.7,14.3,599.1,1
Fri,358,89,3.5,29.9,32.5,443.6,0
Tue,270,1205,2.0,22.0,18.5,306.9,0
Thu,324,61,11.1,37.7,10.7,384.2,0
Mon,387,53,7.7,20.7,11.5,423.1,0
Thu,352,24,3.3,29.1,71.5,453.3,0
Wed,570,165,4.1,12.2,14.4,612.6,1
Fri,270,1250,7.4,43.1,50.7,370.2,0
Fri,359,1344,0.0,16.0,6.8,378.1,0
Wed,407,26,10.6,25.1,8.5,429.1,0
Mon,270,1207,15.3,22.0,2.8,303.0,0
Mon,455,135,7.1,26.5,18.9,497.5,0
Mon,381,1267,0.0,20.6,3.4,409.4,0
Mon,464,66,1.1,32.8,24.7,519.0,1
Wed,570,111,0.0,16.0,5.2,574.1,1
Wed,389,114,5.4,28.0,49.4,470.1,0
Mon,270,44,18.2,37.0,15.4,346.0,0
Fri,570,173,4.5,10.6,29.0,625.4,1
Fri,270,1310,35.0,37.1,27.9,341.5,0
Fri,363,41,2.5,37.3,7.8,393.6,0
Tue,441,54,11.5,9.2,19.8,475.0,0
Fri,270,1273,26.5,31.4,16.9,336.9,0
Mon,570,181,7.0,25.7,13.8,612.3,1
Thu,539,85,9.5,15.5,43.4,605.3,1
Mon,426,1265,27.0,24.4,14.4,483.8,0
Fri,270,1252,23.7,47.6,3.8,341.5,0
Fri,339,1243,3.4,30.3,10.3,372.3,0
Mon,546,112,11.7,19.5,20.0,592.9,1
Thu,270,34,1.2,13.9,3.8,288.1,0
Wed,413,79,12.6,9.4,47.3,477.4,0
Mon,570,94,7.6,6.3,17.7,605.5,1
Mon,270,1258,4.6,23.3,28.0,322.9,0
Thu,449,58,1.0,26.3,5.5,487.5,0
Mon,570,98,1.9,19.3,39.3,634.4,1
Wed,270,1167,15.6,33.6,21.8,333.9,0
Tue,284,52,8.5,22.0,3.6,320.3,0
Fri,512,76,3.7,37.5,86.3,631.0,1
Wed,461,1418,0.0,14.1,41.8,514.1,1
Mon,270,1304,15.9,42.9,37.1,379.1,0
Mon,460,163,1.5,25.0,45.5,524.8,1
Mon,340,3,4.5,24.9,29.2,408.5,0
Wed,270,1269,0.0,20.6,6.0,306.7,0
Tue,270,22,25.0,40.4,3.6,332.8,0
Wed,490,1420,10.2,20.3,6.4,514.7,1
Thu,544,70,6.1,27.5,23.5,601.7,1
Tue,270,1235,1.0,36.9,3.0,315.9,0
Fri,489,115,0.0,14.1,51.0,544.4,1
Tue,308,73,0.0,43.6,19.6,379.5,0
Tue,391,1422,0.0,14.5,11.0,427.9,0
Mon,270,1420,0.0,30.8,18.1,301.5,0
Thu,477,76,0.0,29.4,10.7,515.9,1
Mon,270,1193,0.0,23.9,8.6,318.5,0
Thu,570,125,4.4,11.4,9.1,602.5,1
Thu,469,60,5.1,24.1,0.0,504.0,1
Tue,419,1436,8.7,14.8,22.4,461.5,0
Tue,454,107,0.0,24.0,2.6,479.2,0
Tue,270,1356,26.0,44.8,42.6,374.5,0
Thu,408,23,62.7,29.9,22.9,499.3,1
Mon,332,1236,18.4,21.8,7.8,368.8,0
Tue,270,1228,7.8,25.6,22.5,327.2,0
Tue,403,63,7.3,26.1,0.0,444.0,0
Wed,434,1403,3.2,17.3,11.1,451.2,0
Fri,524,73,1.9,26.6,2.6,541.7,1
Tue,570,51,5.0,6.0,10.5,583.0,1
Wed,400,46,21.3,27.3,32.8,485.2,1
Thu,347,1322,9.5,19.3,5.3,375.5,0
Mon,270,1238,32.4,37.4,41.6,361.1,0
Thu,570,85,1.2,26.6,23.1,616.3,1
Tue,546,38,2.8,15.6,26.1,602.0,1
Tue,490,16,5.6,26.7,0.0,524.6,1
Mon,475,116,7.6,31.4,7.4,520.4,1
Fri,270,1383,0.3,30.8,6.5,313.1,0
Fri,332,49,0.0,33.2,20.9,395.6,0
Wed,469,68,1.8,32.6,41.6,537.1,1
Tue,293,1425,50.4,18.8,22.0,372.9,0
Thu,438,78,15.8,22.3,4.0,485.0,1
Fri,517,78,0.0,39.2,0.0,570.4,1
Fri,460,28,0.0,29.9,84.0,594.3,1
Fri,357,1349,33.6,31.1,14.6,416.4,0
Tue,435,1404,0.6,27.2,19.0,463.3,0
Mon,270,1265,12.7,24.9,7.2,309.2,0
Mon,564,31,4.2,9.8,68.6,652.0,1
Mon,489,1378,0.0,22.5,18.2,524.3,1
Fri,517,33,0.5,28.9,47.6,584.3,1
Thu,437,76,33.9,25.5,5.5,494.0,0
Mon,270,1273,10.9,43.4,44.2,368.8,0
Fri,450,41,29.9,39.3,70.0,566.6,1
Tue,270,1334,19.2,18.1,0.0,308.2,0
Fri,570,147,5.2,17.2,68.3,662.2,1
Thu,454,44,13.5,27.4,34.0,523.9,1
Mon,474,53,10.4,22.7,46.9,557.1,1
Tue,305,123,18.3,34.7,8.6,358.8,0
Wed,570,121,4.9,21.7,87.3,668.5,1
Mon,373,1378,69.4,35.0,12.9,442.3,0
Wed,270,1434,32.7,40.7,7.9,342.7,0
Fri,319,1248,30.2,39.3,18.0,395.2,0
Wed,525,138,6.2,12.0,11.5,553.4,1
Mon,270,1350,20.4,41.9,28.2,352.0,0
Fri,544,117,2.7,7.9,1.8,557.7,1
Fri,536,99,4.7,18.3,18.4,582.7,1
Thu,270,1346,1.3,31.5,20.6,331.6,0
Tue,373,32,5.2,30.3,12.6,427.6,0
Wed,285,1293,4.4,37.6,17.4,358.9,0
Fri,570,1406,6.4,6.0,38.4,604.8,1
Tue,270,1199,12.6,26.7,88.9,387.9,0
Fri,445,1322,21.3,19.9,30.3,497.1,1
Thu,335,33,20.5,34.1,3.5,386.1,0
Wed,525,1389,0.0,36.4,6.5,575.3,1
Thu,275,1335,6.2,37.7,48.1,366.9,0
Thu,351,1416,36.9,19.7,26.6,414.3,0
Tue,439,114,1.5,32.9,47.5,525.1,1
Tue,270,1213,13.0,26.2,43.5,349.1,0
Fri,422,35,5.9,30.2,0.0,463.2,0
Mon,345,41,10.3,34.9,28.6,426.6,0
Thu,343,1422,2.6,32.3,15.5,384.6,0
Mon,467,96,1.5,39.4,15.7,529.6,1
Tue,540,136,4.3,12.8,48.4,591.0,1
Mon,310,118,3.8,37.4,45.3,402.0,0
Thu,270,1244,23.4,26.9,9.5,330.2,0
Mon,275,1322,10.3,25.8,48.0,364.3,0
Wed,491,71,8.0,9.5,49.9,553.5,1
Tue,408,1301,0.0,22.0,10.9,434.7,0
Thu,542,140,4.9,23.0,4.9,571.6,1
Fri,270,1240,7.9,36.1,19.0,340.8,0
Mon,517,144,0.0,23.5,19.4,582.4,1
Tue,339,100,35.4,38.0,12.1,404.5,0
Tue,278,1323,2.6,52.2,3.6,336.5,0
Fri,439,118,28.3,27.4,4.6,497.0,1
Fri,465,90,4.9,31.6,7.0,496.6,1
Thu,570,122,0.0,19.8,51.9,636.5,1
Tue,374,1366,32.4,31.2,43.6,461.9,0
Mon,482,46,0.8,20.2,19.3,518.2,1
Wed,371,84,4.0,28.0,29.8,427.9,0
Tue,270,1229,37.4,22.6,8.7,317.0,0
Thu,550,88,0.0,23.6,4.1,587.0,1
Tue,472,108,2.8,14.0,23.8,505.5,1
Thu,533,47,0.0,6.0,48.4,592.7,1
Thu,301,1311,18.9,30.3,4.9,344.6,0
Fri,522,66,5.3,26.7,84.2,632.3,1
Thu,465,80,0.0,12.9,0.0,479.7,1
Mon,458,115,0.5,34.1,4.7,492.9,1
Mon,545,128,2.8,26.0,31.6,628.2,1
Fri,270,1417,7.5,31.0,45.9,351.8,0
Mon,561,138,2.7,21.9,40.3,645.9,1
Wed,367,96,30.4,22.2,9.7,430.9,0
Fri,428,1395,103.9,32.8,5.1,527.6,1
Fri,270,1303,9.5,52.8,41.7,370.5,0
Tue,447,94,29.5,33.7,16.3,512.6,1
Tue,570,133,3.3,27.3,38.4,638.4,1
Tue,570,108,1.7,16.7,28.1,630.2,1
Wed,270,1279,23.7,46.5,35.0,359.0,0
Fri,387,101,0.5,23.7,46.4,450.0,0
Wed,270,1326,0.0,29.5,36.9,349.4,0
Thu,544,1386,3.7,40.4,3.7,592.3,1
Fri,355,104,3.2,19.7,39.7,421.8,0
Wed,270,1382,46.9,27.7,23.6,352.9,0
Thu,270,1392,10.0,32.3,29.0,332.7,0
Fri,305,1276,4.1,35.2,48.9,389.2,0
Mon,441,120,1.6,28.2,21.6,486.4,0
Fri,484,88,0.0,21.6,2.1,505.0,1
Fri,570,56,2.7,7.7,5.6,584.2,1
Thu,343,7,8.4,25.7,8.9,390.7,0
Tue,412,94,7.2,17.0,46.3,481.1,1
Tue,570,153,3.2,28.8,27.7,645.9,1
Wed,295,1321,28.9,35.7,41.4,387.4,0
Fri,270,1222,23.5,27.2,7.1,316.1,0
Wed,538,98,2.8,16.5,39.1,597.3,1
Fri,432,80,26.7,18.8,50.7,508.5,1
Mon,548,125,7.3,21.7,42.0,606.5,1
Fri,270,1225,9.3,44.1,26.3,346.7,0
Tue,570,41,0.0,19.7,7.2,598.5,1
Mon,270,1373,0.0,30.2,36.3,336.5,0
Tue,570,124,0.2,15.4,45.8,625.0,1
Tue,421,18,3.2,31.5,6.3,453.3,0
Wed,445,17,14.0,29.2,14.0,487.4,0
Wed,270,1352,0.0,39.4,4.7,315.6,0
Mon,570,77,0.0,35.9,42.4,644.9,1
Thu,270,1260,0.0,36.6,8.7,329.4,0
Mon,314,102,13.6,22.1,12.6,363.1,0
Tue,270,1341,23.5,33.2,88.2,402.3,0
Wed,323,43,1.4,25.7,5.7,362.3,0
Tue,452,16,8.5,8.2,16.4,477.4,0
Wed,270,1238,12.5,19.9,11.7,318.8,0
Thu,530,111,7.4,24.9,16.3,559.2,1
Wed,570,48,8.0,14.3,6.9,602.2,1
Fri,270,1355,45.5,31.7,8.4,339.3,0
Mon,276,1410,2.2,39.0,26.2,348.6,0
Mon,270,38,12.9,48.0,50.2,374.1,0
Mon,570,10,0.0,7.5,7.0,604.7,1
Wed,347,33,21.9,24.6,0.0,373.3,0
Tue,557,135,3.2,12.1,6.0,585.5,1
Thu,464,1401,3.9,29.8,50.4,552.7,1
Tue,270,1267,14.8,34.1,93.0,404.6,0
Mon,328,1396,29.5,33.1,48.7,424.9,0
Mon,270,1349,14.5,36.2,52.1,369.4,0
Fri,270,1291,9.6,26.8,2.7,303.9,0
Wed,504,139,2.8,19.3,50.2,580.7,1
Thu,570,10,2.4,20.3,1.7,595.3,1
Fri,570,139,8.1,14.3,14.2,597.7,1
Tue,270,1282,13.8,25.6,14.9,322.4,0
Wed,317,119,9.1,33.4,5.6,363.0,0
Mon,492,120,5.9,29.9,7.5,536.4,1
Tue,270,1301,42.5,40.7,2.0,348.1,0
Mon,462,133,5.8,26.6,8.1,492.4,1
Tue,526,123,4.8,27.8,23.0,578.1,1
Wed,499,28,1.6,16.5,36.7,549.6,1
Wed,379,37,5.5,22.4,72.4,471.4,0
Thu,270,1248,32.4,35.7,59.8,386.7,0
Thu,570,154,9.9,25.1,15.2,615.5,1
Fri,521,100,4.0,8.6,15.6,535.3,1
Thu,391,54,13.6,14.4,22.2,418.5,0
Mon,315,1345,4.8,28.8,42.6,383.3,0
Mon,295,70,11.9,34.8,36.1,381.1,0
Wed,415,31,40.3,30.9,7.1,471.9,0
Tue,270,1266,26.8,46.6,10.0,338.2,0
Fri,570,143,7.0,24.3,11.0,610.7,1
Thu,413,1414,29.1,24.1,0.8,457.5,0
Thu,570,31,2.4,30.4,84.5,670.2,1
Mon,546,104,0.0,18.6,20.5,586.8,1
Wed,522,123,1.1,30.9,13.0,562.5,1
Fri,429,13,3.0,22.7,54.6,515.6,1
Wed,270,1292,15.7,50.6,3.4,329.1,0
Wed,476,54,5.3,14.7,7.9,510.4,1
Tue,468,1424,5.6,10.2,22.1,512.4,1
Thu,489,1433,2.1,10.9,6.9,508.2,1
Thu,270,1342,37.1,43.1,15.3,341.8,0
Wed,570,136,0.0,14.6,0.0,582.9,1
Fri,537,96,3.6,21.9,13.2,566.2,1
Fri,270,1213,9.9,34.4,7.1,305.2,0
Fri,420,1412,14.8,19.6,0.0,458.1,0
Fri,330,5,26.0,38.9,11.5,411.3,0
Thu,442,85,4.3,25.7,14.3,488.6,0
Fri,389,1267,4.3,16.2,41.9,449.8,0
Fri,482,1313,5.0,21.5,20.9,528.0,1
Wed,418,124,7.3,15.7,28.6,462.0,1
Fri,270,1387,43.7,19.7,1.0,324.7,0
Wed,307,93,6.6,39.4,4.1,356.6,0
Tue,497,46,6.0,11.5,90.2,598.2,1
Thu,570,114,6.5,21.7,7.5,596.0,1
Wed,270,1227,0.0,26.1,63.7,370.4,0
Fri,270,1357,17.7,38.1,12.2,346.5,0
Fri,435,71,0.0,18.0,34.9,504.6,0
Fri,481,48,1.0,6.0,20.8,502.1,1
Mon,345,1392,34.7,20.7,25.4,421.1,0
Wed,570,94,1.5,23.0,20.3,622.8,1
Mon,466,1439,3.7,21.3,1.8,489.3,0
Wed,570,106,10.3,29.5,59.6,661.7,1
Tue,467,50,6.3,24.2,0.0,496.2,0
Tue,570,48,0.0,18.7,68.4,654.4,1
Tue,270,1347,0.0,38.3,0.6,321.7,0
Wed,396,49,0.0,24.9,10.5,436.2,0
Wed,467,68,7.9,20.9,65.1,564.3,1
Wed,270,1305,7.5,28.6,9.1,313.7,0
Fri,423,5,7.0,30.1,1.5,462.7,0
Tue,470,19,5.4,16.2,30.0,530.1,1
Tue,570,103,5.0,24.9,19.2,622.8,1
Tue,420,35,14.7,25.5,36.5,485.7,0
Thu,570,133,3.2,22.7,46.8,631.2,1
Mon,465,85,2.3,21.7,14.6,502.0,1
Wed,312,36,2.9,44.8,48.9,404.1,0
Mon,276,59,23.1,38.5,46.2,377.8,0
Fri,270,1262,84.8,32.7,63.4,418.1,0
Fri,270,1366,1.5,33.5,31.2,316.2,0
Fri,344,1212,5.9,26.9,26.1,409.2,0
Wed,570,151,6.9,19.1,37.7,629.1,1
Mon,473,64,3.1,22.2,49.1,529.4,1
Wed,401,82,11.5,41.3,58.0,515.7,0
Tue,570,125,6.8,13.6,7.1,596.9,1
Tue,270,1304,38.5,26.2,60.3,387.6,0
Wed,483,63,0.0,33.8,38.2,558.0,1
Thu,557,128,2.3,18.1,24.0,614.5,1
Thu,570,77,7.0,15.6,11.1,596.2,1
Thu,465,65,13.2,14.4,9.3,500.2,1
Fri,544,112,8.0,15.1,7.2,572.6,1
Thu,335,90,10.7,36.0,23.7,396.9,0
Mon,570,89,2.7,26.6,77.2,675.8,1
Tue,314,1401,0.8,39.7,9.9,371.4,0
Tue,484,164,1.9,37.2,28.6,560.3,1
Fri,285,1239,3.8,37.0,32.4,372.6,0
Mon,570,89,4.1,24.2,10.7,614.1,1
Mon,460,146,10.9,11.8,12.5,493.0,0
Wed,570,92,0.3,13.1,39.5,640.6,1
Thu,564,94,6.3,15.3,6.8,598.8,1
Fri,517,80,10.2,13.2,2.5,535.8,1
Mon,385,11,41.7,17.6,63.8,502.4,1
Tue,445,44,0.0,20.4,10.0,469.8,0
Tue,493,1432,8.9,9.8,49.8,562.4,1
Thu,367,1439,4.5,36.0,60.3,462.5,0
Fri,408,1238,6.0,27.0,9.1,444.0,0
Wed,316,24,9.8,22.7,2.2,337.6,0
Mon,360,1229,1.7,30.1,31.3,408.3,0
Thu,473,29,8.1,20.6,80.9,587.4,1
Mon,502,38,0.0,16.8,73.9,604.5,1
Fri,270,1393,9.6,13.1,15.1,298.9,0
Fri,270,1377,10.5,35.6,46.5,358.9,0
Wed,352,1374,1.4,29.8,19.0,388.8,0
Wed,470,58,3.0,12.8,45.3,548.7,1
Fri,325,1310,9.9,14.3,3.0,357.7,0
Tue,270,1435,15.5,20.5,43.9,347.2,0
Wed,319,1299,18.4,24.0,25.7,384.8,0
Wed,489,16,1.8,24.2,41.2,548.8,1
Wed,530,122,5.1,20.6,15.0,567.1,1
Fri,421,7,26.1,22.1,47.0,502.2,0
Mon,442,38,0.9,36.4,5.5,484.3,1
Mon,270,1252,3.7,33.0,25.4,332.1,0
Mon,270,1200,28.3,35.3,15.0,347.5,0
Fri,570,80,1.0,13.3,21.6,605.1,1
Thu,391,1367,1.2,17.5,24.8,428.5,0
Fri,323,43,36.7,39.4,3.8,377.4,0
Mon,270,125,26.1,37.3,16.9,339.7,0
Thu,443,41,33.4,21.8,21.8,508.9,1
Fri,440,106,10.7,22.7,10.4,490.9,1
Wed,442,25,27.0,25.4,3.4,502.8,1
Fri,527,97,3.8,18.1,18.7,569.5,1
Thu,395,57,21.9,30.2,7.2,446.3,0
Mon,270,1193,83.9,25.8,16.0,367.0,0
Wed,403,1277,18.8,7.1,6.7,429.1,0
Thu,445,52,42.2,9.9,12.7,498.8,1
Wed,354,1237,25.1,37.9,14.3,429.7,0
Mon,270,1417,18.5,28.1,26.8,348.2,0
Thu,270,1212,9.1,28.4,45.9,344.1,0
Tue,296,1266,7.9,33.8,44.5,381.9,1
Wed,467,69,6.3,21.8,80.7,567.5,1
Tue,564,1435,0.0,17.3,32.4,614.4,1
Fri,276,1405,4.5,33.1,2.2,320.8,0
Tue,570,48,11.6,13.5,51.5,650.9,1
Fri,327,1273,0.0,47.0,55.5,424.7,0
Thu,570,167,0.0,16.3,23.5,610.8,1
Fri,553,55,0.0,34.5,28.9,618.2,1
Mon,295,1325,2.3,43.3,2.8,343.3,0
Fri,270,1305,6.3,28.7,4.0,322.2,0
Thu,270,1377,24.4,38.6,68.0,372.3,0
Tue,570,112,2.4,6.0,1.5,576.0,1
Wed,480,73,5.7,23.8,5.3,508.2,1
Fri,285,1406,0.0,28.0,28.3,342.6,0
Tue,303,43,17.8,27.5,16.6,348.7,0
Tue,405,14,44.2,12.1,18.2,447.1,0
Tue,437,98,7.7,25.9,6.7,475.4,1
Thu,270,1381,8.4,38.3,8.9,318.8,0
Mon,270,1249,11.2,35.0,34.8,338.7,0
Thu,357,28,11.9,6.5,35.7,408.7,0
Mon,273,12,5.6,30.6,32.2,337.0,0
Fri,454,120,0.0,34.4,13.8,489.3,1
Wed,270,1362,17.1,28.5,56.7,362.8,0
Thu,479,69,3.4,20.8,65.8,556.1,1
Fri,270,1231,1.7,44.5,17.4,324.3,0
Tue,270,32,0.0,37.6,46.3,349.7,0
Mon,507,61,2.1,19.7,12.3,541.1,1
Tue,569,95,1.8,26.1,41.9,651.2,1
Thu,433,120,22.2,20.1,85.6,548.2,1
Mon,519,130,4.8,24.7,0.0,556.6,1
Tue,475,1391,10.2,23.1,31.8,535.1,1
Thu,570,101,2.4,10.7,40.3,604.1,1
Mon,470,19,4.8,26.9,5.7,515.8,1
Mon,533,0,3.7,6.0,21.3,555.5,1
Thu,391,1255,47.3,22.8,59.6,506.4,1
Fri,305,1424,14.9,26.8,30.5,374.4,0
Thu,524,1405,6.5,17.0,15.4,556.0,1
Mon,512,55,7.0,17.6,10.6,552.1,1
Tue,328,118,8.7,27.1,10.4,384.8,0
Fri,270,1285,34.1,35.1,43.8,366.0,0
Fri,270,1233,53.8,27.3,6.7,332.7,0
Thu,522,147,8.5,27.4,9.7,558.4,1
Tue,365,63,0.3,43.6,20.0,435.4,0
Tue,486,24,10.6,27.5,44.7,560.8,1
Tue,433,1415,39.7,25.5,14.9,508.6,1
Tue,331,109,6.7,16.6,5.1,363.0,0
Tue,561,98,7.9,22.0,35.5,609.0,1
Thu,337,1285,0.0,25.6,15.0,385.5,0
Thu,436,75,9.8,39.8,19.0,498.4,1
Fri,280,1408,4.6,39.9,9.0,325.7,0
Tue,367,1295,23.0,30.6,74.6,475.2,0
Tue,536,96,0.7,23.8,11.2,561.0,1
Mon,333,1282,76.4,15.8,27.1,432.6,0
Thu,468,31,6.0,16.0,9.8,497.7,1
Fri,270,48,106.6,56.5,6.2,392.4,0
Mon,352,27,79.5,16.8,17.3,425.4,0
Mon,503,115,0.0,23.6,6.2,537.9,1
Fri,270,1352,41.4,51.3,71.8,420.9,0
Thu,500,132,6.0,14.5,26.3,540.9,1
Mon,270,94,3.3,20.6,57.5,346.9,0
Fri,392,1353,19.0,34.5,32.4,473.0,0
Mon,270,1230,5.7,40.0,9.3,318.3,0
Mon,270,1278,6.7,27.1,6.7,296.3,0
Tue,570,100,2.8,19.0,80.5,672.0,1
Wed,487,121,3.0,16.6,16.6,523.0,1
Wed,570,103,4.4,6.9,10.0,593.3,1
Wed,409,28,0.0,32.3,13.5,453.8,0
Fri,383,1432,6.6,37.2,39.3,468.7,0
Mon,474,156,1.7,28.0,16.2,514.1,1
Tue,437,1427,0.0,18.0,32.4,505.7,1
Wed,570,31,0.0,21.6,3.9,603.2,1
Fri,270,1272,12.1,22.4,37.4,350.0,0
Fri,570,79,7.9,6.8,70.1,658.7,1
Tue,270,5,0.0,56.8,3.5,329.6,0
Mon,416,1301,7.1,30.2,41.4,485.5,1
Tue,570,140,0.0,23.1,58.9,646.5,1
Fri,453,1411,0.0,14.1,12.0,472.5,0
Fri,555,1414,0.4,33.0,67.6,644.8,1
Tue,270,1378,0.0,27.2,1.7,318.5,0
Mon,424,30,0.0,34.0,56.6,512.6,1
Wed,410,113,6.0,19.9,19.5,454.7,0
Mon,270,1195,29.9,33.7,4.1,337.9,0
Mon,443,18,7.0,25.2,4.7,487.7,0
Tue,270,1237,15.4,32.8,9.6,322.3,0
Thu,570,143,0.0,8.4,35.4,621.4,1
Thu,470,63,5.7,34.1,24.7,546.7,1
Fri,437,30,15.5,13.9,0.0,447.4,0
Mon,270,1380,15.0,29.2,28.8,333.8,0
Thu,273,56,35.2,31.5,5.6,332.7,0
Thu,278,1214,0.2,32.4,21.7,314.5,0
Fri,570,135,0.1,11.8,91.4,677.5,1
Thu,523,54,4.2,6.5,28.1,560.1,1
Wed,525,78,2.7,19.6,11.2,559.7,1
Mon,567,140,6.7,10.5,10.2,596.3,1
Fri,295,1218,77.2,37.4,14.5,374.7,0
Wed,270,1223,8.1,49.7,23.7,347.3,0
Fri,431,14,38.2,29.0,8.4,496.4,1
Thu,512,40,7.7,17.7,27.7,564.0,1
Wed,540,177,4.3,18.5,20.4,584.2,1
Thu,270,91,4.4,42.4,32.5,354.5,0
Fri,488,162,0.6,10.5,15.6,524.4,1
Thu,270,1379,16.8,33.9,28.2,343.6,0
Mon,398,62,35.8,39.8,18.8,481.7,0
Fri,455,24,30.2,14.8,3.9,497.2,1
Tue,570,112,4.8,24.6,26.7,642.4,1
Fri,497,38,7.0,18.7,26.1,551.4,1
Thu,270,18,7.4,18.8,31.7,327.6,0
Mon,270,1204,8.1,30.6,4.4,308.5,0
Tue,473,92,10.1,17.6,29.1,520.5,1
Mon,270,1269,38.2,33.6,1.0,332.0,0
Tue,270,1229,0.0,39.0,15.4,335.3,0
Wed,454,1385,2.6,24.1,3.0,494.6,0
Wed,270,1338,1.6,46.2,47.4,378.8,0
Mon,456,113,4.2,16.1,8.4,470.4,0
Wed,570,47,0.0,24.6,29.5,623.5,1
Wed,279,1394,0.0,36.2,0.0,325.5,0
Mon,506,130,0.0,16.8,21.4,555.9,1
Thu,442,83,47.1,27.3,8.0,495.5,0
Fri,320,1291,9.1,28.1,8.2,356.9,0
Thu,464,57,0.6,37.0,11.1,514.0,1
Mon,475,127,3.6,26.2,4.7,512.5,1
Wed,468,84,3.7,33.2,0.5,505.8,1
Fri,458,15,0.0,34.4,33.0,522.5,1
Thu,310,1374,28.5,23.7,7.4,359.3,0
Wed,462,89,3.4,31.7,14.0,503.1,1
Mon,570,118,1.8,30.4,11.1,607.5,1
Fri,396,108,4.8,26.2,4.8,430.1,0
Tue,270,1239,10.2,40.1,2.5,324.7,0
Thu,567,91,3.6,6.0,39.7,617.8,1
Fri,566,86,1.0,19.0,3.9,578.0,1
Mon,559,93,4.0,26.5,52.3,642.4,1
Fri,275,1271,29.4,26.6,45.6,371.1,0
Thu,270,1318,28.9,22.3,79.3,387.1,0
Tue,570,30,1.7,17.1,4.4,590.6,1
Wed,570,117,7.3,26.9,18.7,620.9,1
Thu,270,18,7.3,40.4,20.7,332.7,0
Mon,416,32,1.7,13.4,19.9,463.2,0
Thu,309,81,0.4,38.5,28.1,384.3,0
Tue,271,6,30.7,39.4,43.8,366.9,0
Thu,528,1356,0.6,18.9,30.2,575.3,1
Tue,270,1281,0.0,28.4,0.0,294.6,0
Wed,270,31,6.2,56.8,6.5,336.5,0
Fri,570,188,4.2,11.7,12.1,587.1,1
Mon,270,1244,16.0,30.2,26.0,318.6,0
Wed,290,1364,3.7,26.7,61.8,375.4,0
Fri,478,88,7.7,17.4,31.9,528.6,1
Tue,528,141,4.8,10.2,67.2,605.4,1
Thu,362,91,26.0,24.8,55.3,456.4,0
Wed,402,45,14.6,32.1,10.8,453.7,0
Fri,493,43,3.7,14.0,8.8,525.2,1
Wed,481,43,7.3,22.5,3.1,515.2,1
Fri,371,1236,57.0,33.0,7.1,442.1,0
Mon,396,99,4.8,30.8,17.0,448.1,0
Thu,400,1419,15.4,31.5,44.6,479.9,0
Fri,473,124,6.2,25.6,19.7,526.2,1
Wed,461,129,3.4,20.7,4.6,511.7,1
Thu,270,1260,6.6,30.8,15.4,330.4,0
Tue,291,52,6.3,30.8,9.0,319.6,0
Thu,487,134,0.0,15.7,10.4,502.8,1
Thu,497,103,4.5,21.3,20.1,534.7,1
Mon,270,1236,4.0,30.1,14.0,335.2,0
Mon,270,1289,25.3,64.9,16.4,388.2,0
Tue,570,118,0.0,28.2,55.7,671.2,1
Tue,398,1327,2.6,25.1,29.9,450.3,0
Wed,276,1363,13.8,35.9,12.2,331.2,0
Fri,270,1412,0.0,41.8,44.3,353.4,0
Wed,395,111,18.5,26.8,23.6,460.5,0
